Date,Wind_Speed(m/s),Temperature(C),Humidity(%),Power_Output(kW)
2018-06-21,6.04,24.09,75.01,264.1101037776007
2018-06-22,5.78,23.4,74.32,232.08608690633034
2018-06-23,5.07,23.39,77.34,156.59012709801513
2018-06-24,5.75,23.21,72.03,228.71449930138508
2018-06-25,5.92,22.89,70.68,249.94827284562854
2018-06-26,6.85,23.17,74.39,386.65109406614454
2018-06-27,6.53,23.52,78.46,334.35515988726644
2018-06-28,5.95,23.44,77.71,253.04033425913363
2018-06-29,4.74,23.65,73.2,127.8895303605404
2018-06-30,4.13,23.83,66.08,84.60421329553266
2018-07-01,3.53,24.26,68.32,52.72825411119943
2018-07-02,4.87,23.7,73.49,138.67215926447463
2018-07-03,4.26,22.72,77.81,93.12684440567355
2018-07-04,5.41,24.05,72.97,189.85978516550816
2018-07-05,6.31,24.19,71.0,301.15612836166304
2018-07-06,6.04,23.52,76.58,264.64782028491913
2018-07-07,5.74,22.91,78.98,227.61920398488934
2018-07-08,6.46,23.33,75.7,324.0528416488262
2018-07-09,6.25,23.76,75.52,292.9843590737648
2018-07-10,6.43,23.26,73.86,319.70868829613767
2018-07-11,7.63,23.05,79.96,534.2760595781364
2018-07-12,8.52,23.79,75.65,742.1069043890825
2018-07-13,7.29,23.02,79.41,466.0694340433101
2018-07-14,7.45,23.41,79.0,496.70387971281116
2018-07-15,8.36,24.05,74.59,700.4559639262447
2018-07-16,8.56,22.78,77.77,755.3849536182317
2018-07-17,8.75,23.7,74.1,804.2616554675116
2018-07-18,7.35,23.76,75.14,476.52386415957955
2018-07-19,7.09,24.58,74.64,426.38958471683213
2018-07-20,7.95,24.17,74.61,602.0890145053063
2018-07-21,7.54,23.91,75.11,514.145495037346
2018-07-22,7.46,24.76,70.41,496.5887555429779
2018-07-23,6.88,24.49,73.7,389.7911188142537
2018-07-24,6.3,23.98,76.85,299.7721238760819
2018-07-25,6.1,24.45,74.43,271.69822285500464
2018-07-26,5.83,24.85,72.1,236.89115101418807
2018-07-27,6.21,24.49,72.47,286.68380806042103
2018-07-28,5.75,24.58,73.18,227.48098839989987
2018-07-29,5.37,24.43,74.29,185.37911536142238
2018-07-30,5.21,24.27,74.92,169.39046615369818
2018-07-31,5.91,23.33,79.31,248.0343060558145
2018-08-01,5.85,23.59,76.81,240.37891038484602
2018-08-02,5.48,24.04,73.62,197.31852974013137
2018-08-03,5.97,23.42,72.98,255.75145497473247
2018-08-04,5.87,23.22,75.12,243.24514772637798
2018-08-05,6.37,24.21,71.19,309.7983746025978
2018-08-06,7.45,23.9,71.98,496.1456969637563
2018-08-07,7.43,22.86,75.97,493.92479302282425
2018-08-08,6.87,23.63,75.63,389.3030958565906
2018-08-09,6.68,23.81,73.59,357.71955621647993
2018-08-10,5.86,22.83,78.16,242.2914625315868
2018-08-11,7.79,23.45,74.99,568.0186618949255
2018-08-12,7.63,22.24,78.69,536.027726634823
2018-08-13,8.56,22.97,71.62,755.31883023195
2018-08-14,7.55,22.57,81.91,518.5083592459742
2018-08-15,6.89,23.29,83.4,392.90132129364787
2018-08-16,8.89,23.46,76.91,844.0111239934605
2018-08-17,8.94,24.51,71.87,855.3375301279832
2018-08-18,7.74,24.07,72.26,555.9878479266266
2018-08-19,7.49,24.59,69.7,502.97445443014516
2018-08-20,7.58,23.87,71.55,522.6596384371644
2018-08-21,6.89,24.46,69.62,391.7230247293955
2018-08-22,6.01,24.15,69.13,260.30696428497043
2018-08-23,5.56,24.41,71.71,205.83766191900875
2018-08-24,5.2,23.73,75.28,168.7626579660336
2018-08-25,4.71,23.62,75.23,125.46316112769355
2018-08-26,5.34,24.03,72.47,182.60929503307975
2018-08-27,5.98,23.82,73.01,256.64218497362305
2018-08-28,5.3,23.69,73.34,178.7532412400342
2018-08-29,5.06,23.96,72.7,155.40201554039575
2018-08-30,5.06,24.49,72.65,155.08538773480703
2018-08-31,5.31,24.46,71.66,179.268017024445
2018-09-01,3.71,23.91,72.74,61.26445762429925
2018-09-02,4.33,24.95,66.87,97.07530955667052
2018-09-03,3.67,23.22,69.67,59.481419506500124
2018-09-04,3.93,24.93,65.54,72.59797357716012
2018-09-05,4.4,24.05,67.84,102.19975995110043
2018-09-06,5.19,24.44,66.49,167.49946101733238
2018-09-07,5.22,24.33,66.33,170.49561470954052
2018-09-08,4.58,24.73,65.75,114.9910886603209
2018-09-09,2.09,25.37,66.03,10.9000749352217
2018-09-10,1.88,24.91,69.43,7.944259655700467
2018-09-11,1.56,25.98,68.42,4.520827671863736
2018-09-12,2.55,24.05,75.29,19.876885054781408
2018-09-13,2.05,25.91,62.4,10.2695568858114
2018-09-14,1.5,25.77,63.7,4.024621444371492
2018-09-15,2.07,24.67,74.0,10.608641843993274
2018-09-16,2.88,23.88,80.16,28.638843368997506
2018-09-17,4.31,23.21,79.95,96.23964926648596
2018-09-18,4.25,23.66,75.89,92.15557189239779
2018-09-19,4.97,22.71,73.37,147.9558434532335
2018-09-20,3.78,22.96,76.54,65.00937717497779
2018-09-21,3.74,23.09,78.94,62.919664184700615
2018-09-22,3.07,23.84,67.34,34.74398755722249
2018-09-23,1.48,24.19,75.87,3.883727164631321
2018-09-24,1.8,23.46,82.35,7.001703159558701
2018-09-25,1.49,24.35,77.37,3.959842921775291
2018-09-26,2.56,24.22,79.58,20.0885967348016
2018-09-27,2.43,24.59,75.41,17.164492513918002
2018-09-28,2.65,24.33,78.52,22.27580418198213
2018-09-29,3.26,24.83,74.97,41.40783148446104
2018-09-30,3.11,25.49,72.01,35.871835599070415
2018-10-01,3.87,25.23,72.35,69.1870308409315
2018-10-02,3.21,25.07,71.94,39.509104976601655
2018-10-03,3.08,24.39,75.13,34.97965009956416
2018-10-04,3.91,23.2,79.07,71.86381484827683
2018-10-05,4.52,22.72,82.44,111.18662551192452
2018-10-06,4.34,23.09,82.04,98.28737633337498
2018-10-07,3.04,23.9,76.06,33.69485050570172
2018-10-08,2.55,24.36,70.86,19.8631001318659
2018-10-09,2.21,23.59,73.44,12.96479924767231
2018-10-10,3.45,23.28,62.06,49.441928913232054
2018-10-11,2.61,24.08,50.49,21.370355960304455
2018-10-12,2.67,24.14,66.05,22.83305747832791
2018-10-13,1.09,25.29,59.17,1.547975166108692
2018-10-14,1.33,24.53,74.67,2.815175661368228
2018-10-15,1.88,23.98,79.33,7.9638372878684045
2018-10-16,2.23,23.61,79.63,13.309918687089569
2018-10-17,2.04,22.26,83.48,10.239068875211915
2018-10-18,1.22,22.49,78.33,2.1892174010070775
2018-10-19,2.23,23.25,76.3,13.333348157834516
2018-10-20,2.89,23.01,65.69,29.08090199265396
2018-10-21,2.85,23.55,68.88,27.823174410767773
2018-10-22,3.35,22.68,61.35,45.371963622154276
2018-10-23,3.26,22.87,61.66,41.78121612800107
2018-10-24,3.51,22.59,64.41,52.18972170684922
2018-10-25,4.29,22.83,64.74,95.19760218001034
2018-10-26,4.38,23.14,66.57,101.17695846012042
2018-10-27,4.01,22.76,61.97,77.79065864009608
2018-10-28,4.41,21.98,60.78,103.78563519380498
2018-10-29,3.73,21.74,49.63,62.92333886179213
2018-10-30,3.27,22.37,52.88,42.28401907062027
2018-10-31,3.92,23.83,69.78,72.31388539294704
2018-11-01,3.91,24.09,73.04,71.66399273881764
2018-11-02,4.04,23.15,77.86,79.2984112297941
2018-11-03,4.43,23.5,76.73,104.42277817259712
2018-11-04,4.42,23.91,72.03,103.60675650154981
2018-11-05,4.46,24.39,65.66,106.32618172860114
2018-11-06,3.35,22.87,68.37,45.306208941563426
2018-11-07,3.88,22.57,58.65,70.54213871629031
2018-11-08,3.63,22.51,59.15,57.77617037250105
2018-11-09,3.82,23.31,62.15,67.10807959611252
2018-11-10,3.13,22.85,61.87,36.98149796795303
2018-11-11,3.01,22.56,60.55,32.92945323258933
2018-11-12,3.15,22.17,52.5,37.827130649067236
2018-11-13,2.68,21.75,40.71,23.358848048789756
2018-11-14,2.64,21.98,37.35,22.317219480499805
2018-11-15,4.39,22.24,61.92,102.26828592745382
2018-11-16,5.29,22.9,78.38,178.19046133864154
2018-11-17,3.17,24.09,71.72,38.19558647759458
2018-11-18,3.06,24.72,70.78,34.27620628014293
2018-11-19,3.72,25.16,66.15,61.51233345691417
2018-11-20,4.37,24.08,66.14,100.13122358706852
2018-11-21,5.03,21.32,78.8,154.11901336935804
2018-11-22,5.03,21.72,81.47,153.84115507732162
2018-11-23,3.99,22.68,81.55,76.50040384143803
2018-11-24,3.43,23.58,70.01,48.48986556633166
2018-11-25,3.03,23.5,67.52,33.446237181199734
2018-11-26,3.4,22.22,64.59,47.50072843544523
2018-11-27,3.52,20.43,63.92,53.070224854859816
2018-11-28,3.97,21.0,67.27,75.94985530343114
2018-11-29,3.78,22.45,71.51,65.17100931966617
2018-11-30,3.24,22.78,67.0,41.00806348578309
2018-12-01,3.32,22.0,64.51,44.263159371286974
2018-12-02,3.43,21.66,65.63,48.867598070115
2018-12-03,3.88,22.72,65.92,70.44937217675769
2018-12-04,2.93,21.18,82.9,30.466413171114176
2018-12-05,1.86,23.11,76.96,7.740484334342064
2018-12-06,3.37,24.41,66.24,45.86308643236499
2018-12-07,3.86,23.73,65.33,69.10429744026085
2018-12-08,4.18,23.43,67.43,87.83516099929533
2018-12-09,3.71,23.18,63.51,61.497387804231
2018-12-10,2.29,23.51,63.67,14.44412421788526
2018-12-11,2.65,23.26,62.18,22.407992749264483
2018-12-12,2.0,23.6,61.74,9.620958111483162
2018-12-13,2.6,23.47,62.48,21.14592640064641
2018-12-14,3.87,23.17,57.02,69.8529159035681
2018-12-15,5.19,21.94,62.83,169.16122058325195
2018-12-16,4.45,20.43,62.34,107.24196228890256
2018-12-17,3.77,21.07,53.66,65.10554258337022
2018-12-18,3.27,20.96,41.97,42.54866901132265
2018-12-19,2.32,19.26,62.05,15.263850074863106
2018-12-20,2.62,21.6,60.99,21.793958211043243
2018-12-21,2.44,23.34,61.32,17.488147129141794
2018-12-22,3.52,23.87,61.12,52.40143711072001
2018-12-23,4.09,24.33,63.69,82.03567286110186
2018-12-24,3.58,24.54,59.08,55.00056474393463
2018-12-25,3.32,24.17,56.54,43.94024137592099
2018-12-26,2.4,23.86,54.42,16.62219966838626
2018-12-27,2.64,23.88,54.58,22.122103632276847
2018-12-28,2.34,22.97,57.72,15.452266848484829
2018-12-29,3.84,22.65,56.31,68.37884411378626
2018-12-30,4.08,20.91,57.29,82.5440687790451
2018-12-31,3.87,20.9,52.87,70.47454456380672
2019-01-01,3.79,19.39,47.59,66.5941286824778
2019-01-02,4.26,19.22,49.99,94.60868112430991
2019-01-03,4.09,19.63,49.04,83.60880482793452
2019-01-04,4.66,19.57,51.83,123.66088288928978
2019-01-05,3.56,19.89,52.66,55.06557876595199
2019-01-06,3.16,20.9,52.72,38.36777934749469
2019-01-07,3.56,21.08,51.33,54.83054507857739
2019-01-08,3.38,21.1,45.71,46.948242700129136
2019-01-09,3.51,21.1,45.27,52.5785365984166
2019-01-10,3.46,21.26,49.96,50.31162949722278
2019-01-11,2.82,21.44,51.42,27.21688788326449
2019-01-12,3.41,21.56,53.2,48.0935751858803
2019-01-13,3.03,21.27,46.41,33.79854303442309
2019-01-14,3.41,20.96,46.86,48.22903845588589
2019-01-15,4.11,20.81,40.55,84.53995861175376
2019-01-16,3.85,21.07,49.88,69.36329645045413
2019-01-17,3.88,21.62,54.83,70.81967774967504
2019-01-18,4.06,21.4,54.26,81.21114666614501
2019-01-19,4.04,21.18,48.29,80.12731500539765
2019-01-20,3.86,20.87,46.93,69.97580971778541
2019-01-21,3.7,21.09,46.58,61.58216199887759
2019-01-22,2.1,21.51,49.54,11.238675867165021
2019-01-23,2.37,22.62,54.38,16.080815380169515
2019-01-24,3.05,23.27,54.09,34.192034712536724
2019-01-25,4.0,24.02,57.45,76.88257728359791
2019-01-26,3.49,24.74,59.07,50.917541130132356
2019-01-27,3.5,23.85,64.32,51.498881454428954
2019-01-28,3.18,23.08,66.06,38.73140382166436
2019-01-29,3.79,21.44,67.19,65.97092706196096
2019-01-30,3.69,21.44,59.51,60.930359510431884
2019-01-31,3.88,20.89,55.22,71.00945305568787
2019-02-01,3.28,21.46,58.57,42.79399311228868
2019-02-02,3.28,22.51,55.15,42.641071594348475
2019-02-03,3.3,23.25,55.21,43.30594815547666
2019-02-04,4.25,24.19,54.52,92.18957167380545
2019-02-05,3.87,23.45,54.81,69.79644483033782
2019-02-06,3.31,24.28,48.04,43.568578093507554
2019-02-07,3.68,25.01,51.73,59.68588528296222
2019-02-08,2.55,25.99,51.21,19.787535884191975
2019-02-09,2.54,25.92,55.73,19.549647832706608
2019-02-10,3.12,22.89,77.58,36.56238427152441
2019-02-11,5.1,23.8,66.81,159.31874207736684
2019-02-12,5.46,23.04,60.17,196.1987576490881
2019-02-13,4.65,22.92,58.2,121.27266914644892
2019-02-14,4.31,23.71,57.93,96.28570784424767
2019-02-15,2.29,24.88,58.93,14.377237995849397
2019-02-16,2.69,25.62,55.77,23.24780836232304
2019-02-17,2.99,25.73,49.13,31.938716694459607
2019-02-18,1.94,25.46,35.37,8.74728372126649
2019-02-19,4.31,27.0,55.5,95.12992918717629
2019-02-20,5.11,26.0,52.57,159.2000299029469
2019-02-21,4.95,24.59,50.06,145.51452342112123
2019-02-22,4.98,24.11,38.78,148.62865908650528
2019-02-23,4.86,24.77,29.76,137.95646808906116
2019-02-24,4.69,25.2,32.28,123.75271954425119
2019-02-25,3.13,25.26,32.77,36.77479340766323
2019-02-26,2.55,25.89,37.6,19.82868731976367
2019-02-27,2.73,27.58,44.95,24.157835744485116
2019-02-28,2.72,27.18,37.1,23.954017272429788
2019-03-01,2.95,28.17,49.33,30.39606037414906
2019-03-02,4.54,27.78,51.76,110.9181132353761
2019-03-03,2.8,27.36,50.39,26.06594972644471
2019-03-04,2.69,28.5,45.33,23.031758588836492
2019-03-05,2.13,30.15,34.61,11.384144778429421
2019-03-06,2.33,29.71,29.14,14.93798702311777
2019-03-07,2.23,29.69,23.99,13.107482025348796
2019-03-08,2.55,29.33,34.2,19.592804071319122
2019-03-09,3.71,29.17,44.65,60.27805864109297
2019-03-10,3.63,29.63,42.87,56.38172771154488
2019-03-11,4.69,28.86,38.47,122.02660412428779
2019-03-12,4.25,27.44,36.17,91.30289979079
2019-03-13,4.96,26.95,30.31,145.50284608218993
2019-03-14,5.09,27.01,29.49,157.22962433408472
2019-03-15,4.69,27.0,30.3,122.98950465370606
2019-03-16,4.65,26.5,34.67,120.01548928927987
2019-03-17,3.7,26.16,36.41,60.52285869063792
2019-03-18,3.45,27.1,46.42,48.83263995723273
2019-03-19,3.43,28.42,45.32,47.76192329196213
2019-03-20,4.59,28.45,42.4,114.4917231533789
2019-03-21,3.34,28.18,37.47,44.1888985466708
2019-03-22,2.9,28.47,38.41,28.89021564865695
2019-03-23,2.86,29.53,40.52,27.595299879173584
2019-03-24,4.07,30.09,31.9,79.47443064700367
2019-03-25,4.37,29.12,35.09,98.67132558812492
2019-03-26,4.31,28.71,35.38,94.79894486144158
2019-03-27,4.15,28.8,30.99,84.65599943873768
2019-03-28,4.16,29.07,32.74,85.16460376778453
2019-03-29,3.12,29.96,25.75,35.85375805495343
2019-03-30,3.75,29.76,28.82,62.267656048630954
2019-03-31,3.07,29.99,28.85,34.137047326611125
2019-04-01,3.76,30.39,26.92,62.64576881974652
2019-04-02,3.55,30.11,33.38,52.72238948242644
2019-04-03,4.67,29.93,35.5,120.05946847154951
2019-04-04,4.51,28.76,34.85,108.60677013490506
2019-04-05,3.78,29.49,39.08,63.73425016654323
2019-04-06,3.96,29.47,32.64,73.35788175583399
2019-04-07,3.81,29.43,33.61,65.33316806661941
2019-04-08,3.59,29.83,42.81,54.49861911470265
2019-04-09,3.21,29.94,44.05,38.936362039271195
2019-04-10,4.48,30.74,38.23,105.63484537022913
2019-04-11,2.73,29.09,39.5,24.043199965959907
2019-04-12,3.36,30.47,31.0,44.661486857102524
2019-04-13,3.95,29.62,34.78,72.74003512112556
2019-04-14,4.69,29.81,28.78,121.79028027983908
2019-04-15,3.28,29.21,25.55,41.76925098702652
2019-04-16,3.18,30.22,34.87,37.871699785394156
2019-04-17,2.67,29.01,49.81,22.464192574690784
2019-04-18,2.96,29.4,48.32,30.57013284421179
2019-04-19,2.1,29.3,51.72,10.91480435608604
2019-04-20,2.75,27.12,62.65,24.675598028182847
2019-04-21,2.37,27.73,59.89,15.764030965650544
2019-04-22,2.87,28.29,54.86,27.9547322073603
2019-04-23,3.43,26.47,57.91,48.028456227272045
2019-04-24,3.92,28.55,44.22,71.27197112490583
2019-04-25,3.41,28.61,37.87,46.94971754655347
2019-04-26,4.25,29.78,41.16,90.46110005442974
2019-04-27,3.73,29.8,38.71,61.17264934868834
2019-04-28,3.66,30.09,41.63,57.70464454639434
2019-04-29,2.74,30.09,40.32,24.216443924080217
2019-04-30,3.79,29.22,55.06,64.14828813813658
2019-05-01,4.88,26.95,65.41,137.9276167522457
2019-05-02,5.17,27.7,55.45,163.76193515719072
2019-05-03,4.33,28.06,55.63,96.07336525086545
2019-05-04,3.0,27.8,52.89,31.996112143066984
2019-05-05,1.91,28.99,54.3,8.218565703440142
2019-05-06,1.82,29.32,54.01,7.102101095699094
2019-05-07,3.73,28.0,59.92,61.39025394552242
2019-05-08,4.65,25.87,71.34,119.73688650080146
2019-05-09,3.59,27.74,60.19,54.78614856690019
2019-05-10,3.12,28.93,54.59,35.829388032985
2019-05-11,2.04,28.89,55.87,10.014945921629666
2019-05-12,1.67,29.02,57.21,5.490416674844145
2019-05-13,1.91,28.8,58.32,8.219549087508211
2019-05-14,2.86,28.12,58.69,27.66613700698895
2019-05-15,2.51,27.98,63.19,18.699303862534876
2019-05-16,2.07,28.95,58.54,10.456729719407836
2019-05-17,1.66,27.67,63.83,5.415107677148813
2019-05-18,2.18,28.2,60.42,12.24558095058291
2019-05-19,2.33,29.95,52.18,14.870654940732766
2019-05-20,2.74,29.38,50.65,24.240998966401488
2019-05-21,2.88,29.47,44.78,28.165920380265153
2019-05-22,2.25,28.14,60.99,13.465473367611416
2019-05-23,1.71,27.82,63.8,5.91592151363974
2019-05-24,1.98,28.73,61.78,9.154536173394476
2019-05-25,4.09,27.45,67.34,81.02330104493169
2019-05-26,3.32,27.23,70.72,43.353496603597605
2019-05-27,2.53,28.51,64.19,19.10803735561862
2019-05-28,2.01,29.42,57.83,9.557407902274646
2019-05-29,3.7,25.79,74.72,60.31501529154372
2019-05-30,3.02,26.34,69.01,32.75131410993622
2019-05-31,3.55,25.04,77.79,53.40893604404257
2019-06-01,3.53,26.51,70.54,52.25885345819975
2019-06-02,3.11,28.06,67.29,35.53836511937133
2019-06-03,3.62,25.65,73.9,56.52325083087403
2019-06-04,2.91,26.68,71.67,29.25253389759983
2019-06-05,2.32,26.2,73.97,14.846735515554442
2019-06-06,2.22,26.7,72.44,12.985704681592033
2019-06-07,1.46,26.88,71.73,3.6914876238102408
2019-06-08,3.35,26.03,71.51,44.742967460786446
2019-06-09,5.23,26.85,63.42,169.89429703806684
2019-06-10,5.03,25.51,67.58,151.83751431147383
2019-06-11,7.06,25.89,66.14,419.30816578722124
2019-06-12,7.65,26.27,67.78,532.5720396194038
2019-06-13,7.19,25.17,69.13,443.9639437445656
2019-06-14,6.74,25.47,63.51,365.5426544914292
2019-06-15,5.7,26.52,64.54,220.18280598464858
2019-06-16,5.27,26.74,64.81,173.86363161989598
2019-06-17,5.52,26.15,65.73,200.2284257093612
2019-06-18,5.0,26.41,65.7,148.6574514004333
2019-06-19,5.55,27.34,64.34,202.6199607816636
2019-06-20,6.37,26.21,61.81,307.7830555494915
2019-06-21,5.08,24.85,66.74,156.82277763661799
2019-06-22,5.71,24.8,71.34,222.62517200276517
2019-06-23,5.24,24.43,72.17,172.28118009227552
2019-06-24,4.85,25.39,67.82,136.17199670292027
2019-06-25,4.73,25.7,64.34,126.21651530929817
2019-06-26,4.55,24.57,73.57,112.71270923090466
2019-06-27,5.76,25.55,71.08,227.87079560176312
2019-06-28,6.42,25.2,70.39,315.9730132471674
2019-06-29,6.49,24.7,71.39,327.0130041649239
2019-06-30,6.51,24.8,71.32,329.920978462874
2019-07-01,6.39,26.44,66.56,310.22780185645814
2019-07-02,6.32,25.66,69.93,300.91894617397827
2019-07-03,6.73,25.8,68.97,363.2124745674112
2019-07-04,7.01,25.68,69.94,410.59936274852214
2019-07-05,7.4,25.02,73.9,484.01590934034994
2019-07-06,7.63,24.49,74.91,531.5932957131891
2019-07-07,7.46,24.98,70.3,496.17451762736334
2019-07-08,7.64,25.36,68.88,532.2757494239377
2019-07-09,6.42,24.3,75.0,316.9030476093636
2019-07-10,7.09,24.65,67.56,426.62609503852184
2019-07-11,6.09,23.95,69.44,271.03916641828755
2019-07-12,3.29,25.63,64.16,42.48604003591096
2019-07-13,4.17,25.54,66.39,86.51607719264396
2019-07-14,3.96,24.73,75.26,74.24532988730515
2019-07-15,4.42,24.86,68.37,103.27247509703902
2019-07-16,4.44,24.43,69.76,104.83671124378971
2019-07-17,4.95,23.89,70.55,145.55996031044427
2019-07-18,5.36,21.57,80.68,186.2724887625787
2019-07-19,4.65,22.87,79.49,121.02533046966816
2019-07-20,5.72,24.3,74.05,224.1591988371431
2019-07-21,7.07,24.64,73.42,422.75315458985176
2019-07-22,6.52,23.42,78.97,332.9323866485149
2019-07-23,6.44,23.17,75.84,321.2461549545302
2019-07-24,5.63,23.78,75.32,214.1438278435484
2019-07-25,5.24,24.26,72.59,172.38593539682864
2019-07-26,5.82,23.28,75.93,237.00660059639105
2019-07-27,6.05,23.72,73.14,265.8592566887462
2019-07-28,6.72,24.06,72.85,363.8631882796233
2019-07-29,6.16,24.02,74.56,280.2567077636275
2019-07-30,6.44,23.79,69.86,320.6888364013343
2019-07-31,5.93,24.43,67.31,249.83370312442105
2019-08-01,6.06,25.67,67.37,265.36111070385516
2019-08-02,7.28,24.27,69.55,462.41923148622055
2019-08-03,7.08,23.82,73.98,425.87045374703405
2019-08-04,7.24,23.43,66.71,456.4457029244419
2019-08-05,8.01,22.36,80.28,619.7825848314045
2019-08-06,8.38,23.11,75.53,707.990436112446
2019-08-07,9.63,23.68,75.88,1072.0141396199595
2019-08-08,10.18,23.89,77.24,1265.1610566072563
2019-08-09,9.64,24.17,74.34,1073.5041157548299
2019-08-10,9.05,24.02,71.62,889.0026397058651
2019-08-11,6.94,24.36,71.46,400.38244531864177
2019-08-12,6.59,23.76,73.24,343.53432483279477
2019-08-13,6.0,24.54,71.96,258.5377286150496
2019-08-14,5.27,24.2,75.73,175.34180251051097
2019-08-15,5.39,24.03,75.6,187.72088481571754
2019-08-16,5.02,23.9,77.52,151.69916589840483
2019-08-17,5.26,23.36,80.64,174.82095190722623
2019-08-18,4.33,22.39,85.36,97.84312879281894
2019-08-19,2.64,23.65,82.15,22.074180346623617
2019-08-20,3.35,23.17,86.54,45.16672478691348
2019-08-21,5.26,21.88,87.52,175.71019276588012
2019-08-22,4.96,21.83,84.84,147.39553618485144
2019-08-23,6.0,22.1,84.0,260.65853621920405
2019-08-24,5.34,22.54,81.37,183.49046617695151
2019-08-25,5.69,22.46,79.44,222.09938162009084
2019-08-26,5.85,23.29,76.13,240.67609465708236
2019-08-27,5.04,23.24,76.33,153.93296832075228
2019-08-28,5.12,23.04,78.47,161.46834891917106
2019-08-29,4.77,23.66,79.89,130.23236119921265
2019-08-30,6.18,23.09,78.8,283.8856716579754
2019-08-31,6.08,23.45,77.84,269.97690186761423
2019-09-01,5.47,22.41,81.9,197.30942127445653
2019-09-02,5.79,22.88,79.99,233.62185591866216
2019-09-03,6.14,23.2,79.63,278.26532991360443
2019-09-04,6.82,22.22,79.46,382.7953799984244
2019-09-05,7.22,23.13,77.7,452.6609783558258
2019-09-06,6.94,23.6,80.14,401.1731628852663
2019-09-07,7.15,23.98,76.91,438.2125392803202
2019-09-08,6.57,23.8,77.31,340.2099689960249
2019-09-09,6.02,23.25,78.79,262.2395092427031
2019-09-10,4.75,24.65,77.27,128.14375878398934
2019-09-11,4.49,24.34,78.91,108.34239676226083
2019-09-12,4.53,23.02,83.37,111.78426829471508
2019-09-13,4.06,23.25,80.99,80.42373746315394
2019-09-14,3.71,23.87,78.78,61.23270707647873
2019-09-15,3.57,23.96,78.29,54.54286460096842
2019-09-16,5.0,23.65,78.65,150.02026052743767
2019-09-17,3.78,22.65,85.31,65.02827456480333
2019-09-18,3.79,22.83,85.46,65.49849652847142
2019-09-19,3.52,22.15,87.2,52.60439721007596
2019-09-20,2.76,23.15,78.25,25.28305683128665
2019-09-21,2.09,24.73,76.81,10.912982979100146
2019-09-22,2.14,22.44,91.09,11.802356128835557
2019-09-23,2.49,23.09,86.71,18.55286692900773
2019-09-24,2.59,21.82,92.87,20.97067960730257
2019-09-25,3.58,22.41,91.34,55.26075972152184
2019-09-26,5.01,22.35,85.8,151.5752775361974
2019-09-27,2.06,22.82,83.16,10.520510609780137
2019-09-28,2.76,22.96,83.7,25.28716320017584
2019-09-29,3.23,22.73,82.23,40.57302192625225
2019-09-30,3.11,21.79,84.1,36.34291481580202
2019-10-01,1.82,23.19,80.56,7.2467264865192496
2019-10-02,1.71,23.68,82.53,5.9977997556262865
2019-10-03,1.78,23.66,84.2,6.7642220317389725
2019-10-04,1.71,23.31,85.89,6.004317470835898
2019-10-05,2.02,22.51,90.29,9.924235909985198
2019-10-06,2.22,22.68,86.84,13.169395247819878
2019-10-07,1.47,22.86,86.5,3.820914088075011
2019-10-08,1.12,23.64,84.61,1.685103027736177
2019-10-09,1.04,23.14,88.95,1.3512130292512248
2019-10-10,1.64,23.0,85.55,5.30336498699818
2019-10-11,2.33,23.05,86.44,15.204127973595991
2019-10-12,2.79,23.29,84.7,26.084210178498044
2019-10-13,2.6,23.48,84.7,21.094108129462146
2019-10-14,2.73,23.5,85.57,24.41483358503761
2019-10-15,3.11,22.96,87.76,36.16330220882831
2019-10-16,3.46,22.43,86.39,49.90927884005534
2019-10-17,3.07,22.23,86.35,34.890741316076536
2019-10-18,3.51,22.43,88.37,52.09386067545743
2019-10-19,3.49,22.53,86.89,51.19607872256447
2019-10-20,3.33,22.25,87.89,44.51703343354279
2019-10-21,2.34,21.85,88.43,15.470323217901159
2019-10-22,2.43,22.47,87.67,17.284101954230014
2019-10-23,3.65,21.9,87.22,58.707983874574126
2019-10-24,4.61,21.56,87.02,118.44249385280885
2019-10-25,4.03,21.62,87.01,79.10764514530919
2019-10-26,3.2,22.03,87.17,39.541171148605486
2019-10-27,1.69,22.13,85.24,5.823358644206211
2019-10-28,3.33,22.14,87.29,44.538938462588895
2019-10-29,4.13,20.13,87.02,85.6397740767925
2019-10-30,4.56,21.51,90.7,114.61196108007444
2019-10-31,5.0,21.83,89.22,150.9253276807156
2019-11-01,2.39,22.09,85.33,16.472939166469615
2019-11-02,2.66,22.38,86.11,22.682733673517465
2019-11-03,2.56,22.07,84.52,20.247264245067534
2019-11-04,2.37,21.91,80.53,16.081769653871543
2019-11-05,2.17,22.56,79.07,12.315098192949902
2019-11-06,1.77,23.0,78.29,6.672260080643526
2019-11-07,1.42,22.68,82.16,3.4481219811979593
2019-11-08,1.77,22.64,87.98,6.67488385217839
2019-11-09,2.24,22.58,88.71,13.531245714954668
2019-11-10,2.13,22.72,84.1,11.633252478902795
2019-11-11,2.66,21.5,81.84,22.770280534781453
2019-11-12,3.19,21.45,83.66,39.27387522630813
2019-11-13,3.57,21.13,83.7,55.11560772247964
2019-11-14,3.56,21.85,87.44,54.48088760896427
2019-11-15,2.99,22.33,85.87,32.22253294240039
2019-11-16,3.54,22.46,84.5,53.45590179750196
2019-11-17,3.04,21.26,80.22,34.02631775289612
2019-11-18,3.84,22.32,86.49,68.25421567659615
2019-11-19,2.25,22.74,83.0,13.71278375129304
